'icao24','timestamp','acars','adsb','built','categoryDescription','country','engines','firstFlightDate','firstSeen','icaoAircraftClass','lineNumber','manufacturerIcao','manufacturerName','model','modes','nextReg','notes','operator','operatorCallsign','operatorIata','operatorIcao','owner','prevReg','regUntil','registered','registration','selCal','serialNumber','status','typecode','vdl'
'4d2147','2017-09-15 00:10:07',0,0,,'',Malta,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Private Jet Company Malta Ltd,'',,,'9H-IBD','','9401','',GL5T,0
'4d2149','2017-10-18 16:43:49',0,0,,'',Malta,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 350,0,'','','','','','',Vista Jet Malta,'',,,'9H-VCO','','20642','',CL35,0
'4d214c','2017-09-15 00:10:07',0,0,,'',Malta,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Albinati Aviation Ltd,'',,,'9H-TNF','','9750','',GL6T,0
'4d2150','2017-07-25 21:59:44',0,0,,'',Malta,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 850,0,'','','','','','',Air X Charter,'',,,'9H-AMY','','8043','',CRJ2,0
'4d2155','2017-10-05 10:22:35',0,0,,'',Malta,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Vista Jet Malta,'',,,'9H-VTD','','9763','',GLEX,0
'4d2156','2017-09-15 00:10:07',0,0,,'',Malta,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Maleth-aero Aoc Ltd,'',,,'9H-AVA','','9633','',GL5T,0
'4d215f','2017-07-04 00:52:06',0,0,,'',Malta,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Tag Aviation Malta Ltd,'',,,'9H-LDN','','9754','',GLEX,0
'4d2168','2017-08-14 20:47:33',0,0,,'',Malta,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Emperor Aviation,'',,,'9H-RSS','','9727','',GLEX,0
'4d2169','2017-07-21 16:44:48',0,0,,'',Malta,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','','','','',Tag Aviation Malta Ltd,'',,,'9H-VVP','','5612','',CL60,0
'4d2175','2017-10-22 05:36:04',0,0,,'',Malta,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Elitavia Malta,'',,,'9H-JSY','','9423','',GLEX,0
'4d21f3','2019-11-24 21:48:09',0,0,,'',Malta,'',,,L2J,'0',BOMBARDIER,Bombardier,BD-100-1A10 Challenger 350 ,0,'','',Tag Aviation (malta) Ltd - Malta,'','',TEU,Tag Aviation Malta Ltd,'',,,'9H-JLG','','20670','',CL35,0
'4d22f5','2021-06-08 19:24:02',0,0,,'',Malta,GE Passport 20 Series,'2020-03-07',,L2J,'',BOMBARDIER,Bombardier Aerospace,BD-700-2A12 Global 7500,0,'',selcal ACBJ,Vistajet,VISTA,'',VJT,Vista Global Holding Limited,'',,'2021-03-29','9H-VIB','','70045','',GL7T,0
'50006e','2017-09-15 00:10:07',0,0,,'',San Marino,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Neve Jewels Ltd,'',,,T7-YES,'','5966','',CL65,0
'50007b','2017-02-08 17:11:44',0,0,,'',San Marino,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Privatair Saudi Arabia,'',,,T7-BCH,'','5822','',CL60,0
'500081','2017-05-18 09:20:52',0,0,,'',San Marino,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 850,0,'','','','','','',Avira Ventures Limited,'',,,T7-OAM,'','8084','',CRJ2,0
'5000a3','2017-09-15 00:10:07',0,0,,'',San Marino,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Elitavia Malta,'',,,T7-AAA,'','9283','',GLEX,0
'5000af','2017-07-17 10:14:16',0,0,,'',San Marino,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Aviation Horizons,'',,,T7-DMA,'','5975','',CL60,0
'5000ba','2017-09-15 00:10:07',0,0,,'',San Marino,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Aviation Reasonable Solution Llc,'',,,T7-EAA,'','5649','',CL64,0
'5000bc','2017-09-15 00:10:07',0,0,,'',San Marino,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Arab Gulf Wing,'',,,T7-BND,'','5641','',CL64,0
'5000c0','2017-09-15 00:10:07',0,0,,'',San Marino,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Empire Aviation Group,'',,,T7-LRW,'','9315','',GL5T,0
'5000c4','2017-09-15 00:10:07',0,0,,'',San Marino,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','','','','','',Empire Aviation Group,'',,,T7-GOB,'','20255','',CL30,0
'5000ca','2017-09-15 00:10:07',0,0,,'',San Marino,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Aic Holdings,'',,,T7-FGL,'','9289','',GL5T,0
'5000ce','2017-09-15 00:10:07',0,0,,'',San Marino,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Acass Canada,'',,,T7-GQM,'','9189','',GLEX,0
'5000d2','2017-09-15 00:10:07',0,0,,'',San Marino,'',,,'','','',Bombardier,Challenger 601 3R,0,'','','','','','',Skyline Aviation,'',,,T7-CCM,'','5149','',CL61,0
'5000d3','2017-09-15 00:10:07',0,0,,'',San Marino,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express,0,'','','','','','',Skyline Aviation,'',,,T7-SSM,'','9136','',GLEX,0
'5000d9','2017-09-15 00:10:07',0,0,,'',San Marino,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Acass Canada,'',,,T7-TAA,'','9249','',GL5T,0
'5000e2','2017-09-15 00:10:07',0,0,,'',San Marino,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Empire Aviation Group,'',,,T7-JAT,'','9374','',GLEX,0
'5000e4','2017-09-15 00:10:07',0,0,,'',San Marino,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Trebet Aviation,'',,,T7-AOO,'','5840','',CL65,0
'5000e8','2017-09-15 00:10:07',0,0,,'',San Marino,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Acass Canada,'',,,T7-BRE,'','5373','',CL64,0
'5000eb','2017-09-15 00:10:07',0,0,,'',San Marino,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Empire Aviation Group,'',,,T7-SKA,'','9332','',GLEX,0
'5000f1','2017-07-16 20:41:30',0,0,,'',San Marino,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Empire Aviation Group,'',,,T7-RSP,'','9767','',GLEX,0
'5000f5','2017-10-21 13:00:57',0,0,,'',San Marino,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','',Execujet Middle East,MIDJET,'',EJO,Execujet Middle East,'',,,T7-MHA,'','5922','',CL60,0
'5000f6','2017-09-15 00:10:07',0,0,,'',San Marino,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express,0,'','','','','','',Atlantic International Trading Group Sal,'',,,T7-ATL,'','9143','',GLEX,0
'5000f9','2017-09-15 00:10:07',0,0,,'',San Marino,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Skyline Aviation Ltd,'',,,T7-OKY,'','9576','',GL6T,0
'5000fc','2017-09-15 00:10:07',0,0,,'',San Marino,'',,,'','','',Bombardier,Global 6000,0,'','',Corporate Airlink,CORPORATE,'',COO,Corporate,'',,,T7-BRS,'','9559','',GL6T,0
'500102','2017-10-06 00:15:23',0,0,,'',San Marino,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','','','','',Acass Canada,'',,,T7-ROK,'','5474','',CL60,0
'500104','2017-10-06 15:20:11',0,0,,'',San Marino,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Myjet Asia,'',,,T7-CAM,'','9698','',GLEX,0
'50010a','2017-10-03 00:27:11',0,0,,'',San Marino,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Acass Canada,'',,,T7-EZE,'','5866','',CL60,0
'50010c','2017-09-15 00:10:07',0,0,,'',San Marino,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Skyjet Aviation Services Ltd,'',,,T7-CTG,'','5813','',CL65,0
'50015a','2020-07-15 20:20:51',0,0,,'',San Marino,'',,,L2J,'',CANADAIR,Bombardier Aerospace,Challenger 650,0,'','','','','','','','',,'2018-09-01',T7-ZIS,'','6119','',CL60,0
'50018a','2019-12-15 10:32:53',0,0,,'',San Marino,BR710-A2-20,,,L2J,'0',RAYTHEON,Bombardier,BD-700-1A10 Global Express,0,'','',Sunset Aviation - Llc - United States Of America,'','',TWY,Solairus Aviation,'',,,T7-ELL,'','9068','',GLEX,0
'500193','2022-03-10 09:27:15',0,0,,'',San Marino,'',,,L2J,'',BOMBARDIER,Bombardier,BD-700 Global 5000/5500,0,'','','','','','','','',,,T7-YMF,'','','',GL5T,0
'500199','2019-11-20 19:30:00',0,0,,'',San Marino,'',,,L2J,'',RAYTHEON,Bombardier,BD-700-1A10 Global 6000,0,'','',Tag Aviation San Marino Srl,'','','',Tag Aviation San Marino Srl,'',,,T7-CJK,'','9611','',GLEX,0
'50020c','2021-12-29 10:50:26',0,0,,'',San Marino,'',,,L2J,'',BOMBARDIER,Bombardier,BD-700-2A12 Global 7500,0,'','','','','','','','',,,T7-AYA,'','70048','',GL7T,0
'50026f','2022-03-05 17:14:16',0,0,,'',San Marino,'',,,L2J,'',BOMBARDIER,Bombardier,BD-700-2A12 Global 7500,0,'','','','','','','','',,,T7-7AA,'','','',GL7T,0
'5002d8','2023-03-15 11:08:04',0,0,,'',San Marino,'',,,L2J,'',BOMBARDIER,Bombardier,BD-700-2A12 Global 7500,0,'','',Dc Aviation,TWIN STAR,'',DCS,Dc Aviation,'',,,T7-DFC,'','70131','',GL7T,0
'501d13','2017-05-26 09:25:45',0,0,,'',Croatia,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','','','','',Government Of Croatia,'',,,'9A-CRO','','5322','',CL60,0
'502c3d','2017-09-15 00:10:07',0,0,,'',Latvia,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Vip Aviation,'',,,YL-SKY,'','5532','',CL64,0
'503d19','2017-09-15 00:10:03',0,0,,'',Lithuania,'',,,'','','',Bombardier,Challenger 850,0,'','','',LATCHARTER,'',LTC,Charter Jets,'',,,LY-LTY,'','8055','',CL85,0
'506c17','2016-08-26 11:14:27',0,0,,'',Slovenia,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','',EAVA,'',EAV,Elitavia,'',,,S5-ADD,'','5754','',CL60,0
'506c1e','2017-09-15 00:10:07',0,0,,'',Slovenia,'',,,'','','',Bombardier,Challenger 605,0,'','','',EAVA,'',EAV,Elitavia,'',,,S5-ADF,'','5757','',CL65,0
'506c1f','2017-01-10 18:36:28',0,0,,'',Slovenia,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','','',EAVA,'',EAV,Elitavia,'',,,S5-ADE,'','20236','',CL30,0
'506c25','2017-09-15 00:10:07',0,0,,'',Slovenia,'',,,'','','',Bombardier,Global 6000,0,'','','',EAVA,'',EAV,Elitavia,'',,,S5-ZFL,'','9466','',GL6T,0
'506c31','2017-07-22 16:39:09',0,0,,'',Slovenia,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','',EAVA,'',EAV,Elitavia,'',,,S5-SAD,'','9553','',GLEX,0
'5081b8','2016-10-17 10:04:52',0,0,,'',Ukraine,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 850,0,'','','','','','',Business Jet Travel Airline,'',,,UR-ICD,'','8072','',CRJ2,0
'510055','2017-01-27 13:11:18',0,0,,'',Belarus,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 850,0,'','','',BELARUS AVIA,'',BRU,Belavia,'',,,EW-301PJ,'','8057','',CRJ2,0
'514013','2017-04-28 08:31:55',0,0,,'',Georgia,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 850,0,'','','',TAMAZI,'',TGZ,Airzena Georgian Airways,'',,,'4L-GAA','','8046','',CRJ2,0
'60183e','2017-09-15 00:10:03',0,0,,'',Turkmenistan,'',,,L2J,'',CANADAIR,Bombardier,Challenger 870,0,'','','',TURKMENISTAN,'',TUA,Government Of Turkmenistan,'',,,EZ-B024,'','10332','',CRJ7,0
'60185c','2017-06-11 17:06:16',0,0,,'',Turkmenistan,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','',TURKMENISTAN,'',TUA,Government Of Turkmenistan,'',,,EZ-B023,'','5750','',CL60,0
'683087','2017-02-15 17:26:57',0,0,,'',Kazakhstan,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 850,0,'','','','','','',Berkut State Air Company,'',,,UP-C8502,'','8049','',CRJ2,0
'6830e3','2017-03-06 00:47:56',0,0,,'',Kazakhstan,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 850,0,'','',Euro-asia Air,EAKAZ,'',EAK,Euro-asia Air,'',,,UP-C8503,'','8093','',CRJ2,0
'6830e4','2017-09-15 00:10:03',0,0,,'',Kazakhstan,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 870,0,'','',Euro-asia Air,EAKAZ,'',EAK,Euro-asia Air,'',,,UP-CL001,'','10289','',CRJ7,0
'6831f8','2016-11-15 06:25:49',0,0,,'',Kazakhstan,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 850,0,'','','','','','',Comlux Kz,'',,,UP-C8505,'','8054','',CRJ2,0
'710020','2017-09-15 00:10:07',0,0,,'',Saudi Arabia,'',,,'','','',Bombardier,Challenger 601 3A,0,'','','','','','',Aviation Horizons,'',,,HZ-FJM,'','5110','',CL61,0
'710021','2017-05-14 11:46:59',0,0,,'',Saudi Arabia,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Al Atheer Establishment,'',,,HZ-ATH,'','9434','',GLEX,0
'71023f','2017-09-15 00:10:07',0,0,,'',Saudi Arabia,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Hashim Said Hashim,'',,,HZ-HSH,'','5346','',CL64,0
'710248','2017-09-15 00:10:07',0,0,,'',Saudi Arabia,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Mid East Jet,'',,,HZ-MEJ1,'','5320','',CL64,0
'71024e','2017-09-15 00:10:07',0,0,,'',Saudi Arabia,'',,,'','','',Bombardier,Challenger 601 3A,0,'','','','','','',Privatair Saudi Arabia,'',,,HZ-OHS,'','5102','',CL61,0
'710258','2017-09-15 00:10:07',0,0,,'',Saudi Arabia,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Altayar Travel Group,'',,,HZ-ATG,'','5899','',CL65,0
'71c230','2017-09-15 00:10:07',0,0,,'',Republic of Korea,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','',KOREANAIR,'',KAL,Korean Air,'',,,HL8230,'','9384','',GLEX,0
'71c238','2017-09-15 00:10:07',0,0,,'',Republic of Korea,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','',KOREANAIR,'',KAL,Korean Air,'',,,HL8238,'','9422','',GLEX,0
'741e50','2017-09-15 00:10:07',0,0,,'',Jordan,'',,,'','','',Bombardier,Challenger 604,0,'','',Arab Wings,ARAB WINGS,'',AWS,Arab Wings Ltd,'',,,JY-GRP,'','5481','',CL64,0
'7500c5','2017-09-15 00:10:07',0,0,,'',Malaysia,'',,,L2J,'',RAYTHEON,Bombardier,Global Express,0,'','',Royal Malaysian Air Force,ANGKASA,'',RMF,Royal Malaysian Air Force,'',,,M48-02,'','9096','',GLEX,0
'7501f2','2017-09-15 00:10:07',0,0,,'',Malaysia,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','',BERJAYA,'',BVT,Berjaya Air,'',,,'9M-TST','','20135','',CL30,0
'7501f3','2017-09-15 00:10:07',0,0,,'',Malaysia,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','',BERJAYA,'',BVT,Berjaya Air,'',,,'9M-TAN','','9350','',GL5T,0
'750207','2017-09-15 00:10:07',0,0,,'',Malaysia,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Hornbill Skyways Sdn Bhd,'',,,'9M-ATM','','5844','',CL65,0
'75029f','2017-10-11 06:13:53',0,0,,'',Malaysia,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express,0,'','','','','','',Caterham Jet,'',,,'9M-CJG','','9003','',GLEX,0
'7580ee','2017-09-15 00:10:07',0,0,,'',Philippines,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Challenger Aero Air Corp,'',,,RP-C8215,'','20215','',CL30,0
'7609d2','2017-09-15 00:10:07',0,0,,'',Pakistan,'',,,'','','',Bombardier,Challenger 604,0,'','',Princely Jets,PRINCELY JETS,'',PJP,Princely Jets,'',,,AP-BNR,'','5422','',CL64,0
'761725','2017-09-15 00:10:07',0,0,,'',Pakistan,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Pakistan Army,'',,,EYE77,'','5955','',CL65,0
'780091','2017-09-15 00:10:03',0,0,,'',China,'',,,'','','',Bombardier,Challenger 850,0,'','','','','','',Ring-day General Aviation,'',,,B-3073,'','8109','',CL85,0
'780095','2017-09-15 00:10:07',0,0,,'',China,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Yifeng Business Jet,'',,,B-7763,'','5906','',CL65,0
'780229','2017-09-15 00:10:07',0,0,,'',China,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Tag Aviation Asia,'',,,B-LIM,'','9295','',GL5T,0
'7806cb','2017-02-09 06:53:44',0,0,,'',China,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Yalian Business Jet,'',,,B-3566,'','5828','',CL60,0
'78073b','2017-09-15 00:10:07',0,0,,'',China,'',,,L2J,'',RAYTHEON,Bombardier,Global Express,0,'','','','','','',Zyb Lily Jet,'',,,B-7699,'','9112','',GLEX,0
'78073f','2017-09-15 00:10:07',0,0,,'',China,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Good Jet,'',,,B-3561,'','5809','',CL65,0
'7807a5','2017-09-15 00:10:03',0,0,,'',China,'',,,'','','',Bombardier,Challenger 850,0,'','','','','','',Xingya General Aviation Co,'',,,B-3563,'','8100','',CL85,0
'780807','2017-09-15 00:10:07',0,0,,'',China,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Donghai Jet,'',,,B-8192,'','20320','',CL30,0
'780808','2017-09-15 00:10:07',0,0,,'',China,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Donghai Jet,'',,,B-8193,'','20321','',CL30,0
'780814','2017-09-15 00:10:07',0,0,,'',China,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Business Aviation Asia,'',,,B-7796,'','5871','',CL65,0
'780819','2017-09-15 00:10:07',0,0,,'',China,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Zyb Lily Jet,'',,,B-8196,'','9412','',GLEX,0
'78081d','2017-09-15 00:10:07',0,0,,'',China,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','',CHINA EASTERN,'',CES,China Eastern Airlines Executive Air,'',,,B-8233,'','20315','',CL30,0
'780858','2017-09-15 00:10:07',0,0,,'',China,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Hanhwa Business Jet Airlines,'',,,B-8115,'','20346','',CL30,0
'780859','2017-09-15 00:10:07',0,0,,'',China,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Hanhwa Business Jet Airlines,'',,,B-8116,'','20350','',CL30,0
'780910','2017-09-15 00:10:07',0,0,,'',China,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Zyb Lily Jet,'',,,B-7799,'','5919','',CL65,0
'780954','2017-07-14 00:14:18',0,0,,'',China,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Deer Jet Beijing,'',,,B-7768,'','5888','',CL60,0
'780973','2017-09-15 00:10:07',0,0,,'',China,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Business Aviation Asia,'',,,B-7769,'','5903','',CL65,0
'7809cd','2017-09-15 00:10:07',0,0,,'',China,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Zyb Lily Jet,'',,,B-7765,'','9713','',GL5T,0
'780a04','2017-09-15 00:10:07',0,0,,'',China,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Hk Bellawings,'',,,B-LRH,'','9241','',GL5T,0
'780a23','2017-09-15 00:10:07',0,0,,'',China,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Tag Aviation Asia,'',,,B-KMF,'','9998','',GL5T,0
'780a2f','2017-09-15 00:10:07',0,0,,'',China,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Hk Bellawings,'',,,B-KEZ,'','9425','',GL5T,0
'780a34','2017-09-15 00:10:07',0,0,,'',China,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Tag Aviation Asia,'',,,B-KTL,'','9415','',GLEX,0
'780b27','2022-09-17 11:29:14',0,0,,Large (75000 to 300000 lbs),China,'',,,L2J,'',RAYTHEON,Bombardier,Global 6000,0,'','','','','','',Business Aviation Asia,'',,,B-8105,'','9510','',GLEX,0
'780bc3','2017-09-15 00:10:07',0,0,,'',China,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Business Aviation Asia,'',,,B-8195,'','9488','',GL6T,0
'780e14','2017-09-15 00:10:03',0,0,,'',China,'',,,'','','',Bombardier,Challenger 850,0,'','','','','','',Apex Air Company,'',,,B-3376,'','8107','',CL85,0
'7810c5','2017-06-17 20:05:04',0,0,,'',China,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Wanfeng General Aviation Co,'',,,B-3246,'','9712','',GLEX,0
'7815b3','2019-12-15 10:34:14',0,0,,'',China,'',,,L2J,'0',RAYTHEON,Bombardier,BD-700-1A10 Global 6000,0,'','',First Mandarin Business Aviation Co Ltd,'','','',First Mandarin Business Aviation Co Ltd,'',,,B-602V,'','9827','',GLEX,0
'781853','2020-05-04 18:40:59',0,0,,'',China,'',,,L2J,'0',RAYTHEON,Bombardier,BD-700-1A10 Global 6000,0,'','','','','','','','',,,B-605D,'','9716','',GLEX,0
'7b0a1b','2017-09-15 00:10:03',0,0,,'',China,'',,,L2J,'',CANADAIR,Bombardier,Challenger 870,0,'','','','','','',Chinese Air Force,'',,,B-4066,'','10337','',CRJ7,0
'7b0eab','2017-09-15 00:10:03',0,0,,'',China,'',,,L2J,'',CANADAIR,Bombardier,Challenger 870,0,'','','','','','',Chinese Air Force,'',,,B-4067,'','10339','',CRJ7,0
'7b0fcd','2017-09-15 00:10:03',0,0,,'',China,'',,,L2J,'',CANADAIR,Bombardier,Challenger 870,0,'','','','','','',Chinese Air Force,'',,,B-4068,'','10341','',CRJ7,0
'7b7026','2017-09-15 00:10:03',0,0,,'',China,'',,,L2J,'',CANADAIR,Bombardier,Challenger 870,0,'','','','','','',Chinese Air Force,'',,,B-4069,'','10342','',CRJ7,0
'7c28dd','2017-09-15 00:10:07',0,0,,'',Australia,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Execujet Australia P/l,'',,,VH-ICV,'','9393','',GLEX,0
'7c473d','2017-09-15 00:10:07',0,0,,'',Australia,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Execujet Australia P/l,'',,,VH-OCV,'','9326','',GLEX,0
'7c610e','2017-09-15 00:10:07',0,0,,'',Australia,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Gandel Investments P/l,'',,,VH-TGG,'','9368','',GLEX,0
'7c6ad3','2017-09-15 00:10:07',0,0,,'',Australia,'',,,L2J,'',RAYTHEON,Bombardier,Global Express,0,'','','','','','',Pratt Aviation P/l,'',,,VH-VDX,'','9101','',GLEX,0
'7c6b3f','2017-09-15 00:10:07',0,0,,'',Australia,'',,,L2J,'',RAYTHEON,Bombardier,Global Express,0,'','','','','','',Pratt Aviation P/l,'',,,VH-VGX,'','9079','',GLEX,0
'7cf85e','2023-02-07 10:19:20',0,0,,Small (15500 to 75000 lbs),Australia,'',,,'','','',Bombardier,Challenger 604,0,'',Was RAAF A37-001,Royal Australian Air Force,AUSSIE,'',ASY,Royal Australian Air Force,'',,,A37-001,'','5521','',CL64,0
'7cf85f','2023-02-07 10:20:17',0,0,,Small (15500 to 75000 lbs),Australia,'',,,'','','',Bombardier,Challenger 604,0,'',Was RAAF A37-002,Royal Australian Air Force,AUSSIE,'',ASY,Royal Australian Air Force,'',,,A37-002,'','5534','',CL64,0
'7cf860','2023-02-07 10:21:36',0,0,,Small (15500 to 75000 lbs),Australia,'',,,'','','',Bombardier,Challenger 604,0,'',Was RAAF A37-003,Royal Australian Air Force,AUSSIE,'',ASY,Royal Australian Air Force,'',,,A37-003,'','5538','',CL64,0
'80012d','2017-09-15 00:10:07',0,0,,'',India,'',,,L2J,'',RAYTHEON,Bombardier,Global Express,0,'','','','','','',Reliance Transport & Travel Ltd,'',,,VT-DHA,'','9111','',GLEX,0
'80036c','2017-06-12 10:53:09',0,0,,'',India,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','','','','',Raymond Ltd,'',,,VT-NGS,'','5314','',CL60,0
'80043f','2017-09-15 00:10:07',0,0,,'',India,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Reliance Transport & Travel Ltd,'',,,VT-JSK,'','9214','',GL5T,0
'8004c3','2017-09-15 00:10:07',0,0,,'',India,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Jindal Iron & Steel Company,'',,,VT-JSE,'','20196','',CL30,0
'800501','2017-09-15 00:10:07',0,0,,'',India,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Bajaj Auto Ltd,'',,,VT-BAJ,'','9149','',GL5T,0
'8005ae','2017-09-15 00:10:07',0,0,,'',India,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Reliance Transport & Travel Ltd,'',,,VT-HMA,'','9317','',GLEX,0
'8005d4','2017-09-15 00:10:07',0,0,,'',India,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Privilege Airways,'',,,VT-PIL,'','20006','',CL30,0
'800642','2017-09-15 00:10:07',0,0,,'',India,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Abhijeet Group,'',,,VT-MKJ,'','5848','',CL65,0
'8006e5','2017-09-15 00:10:07',0,0,,'',India,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Bajaj Auto Ltd,'',,,VT-KJB,'','9446','',GL5T,0
